=================================================
PTK-HUIM-DFS Results: Top-10000 Patterns
Parameters: k=10000, minProb=0,7000, parallel=true
=================================================
Rank   Pattern                                  Expected Util   Exist Prob     
5993   [11, 51, 70]                             6863.1050       1.000000       
5994   [9, 15, 73]                              6863.0061       1.000000       
5995   [2, 25, 31, 46]                          6862.5409       1.000000       
5996   [9, 15, 42, 52]                          6862.0083       1.000000       
5997   [5, 50, 54, 74]                          6861.9362       1.000000       
5998   [2, 19, 46, 58]                          6861.8974       1.000000       
5999   [9, 29, 70, 74]                          6861.8450       1.000000       
6000   [21, 27, 34, 54]                         6861.6245       1.000000       
6001   [2, 9, 31, 50]                           6861.5977       1.000000       
6002   [27, 31, 46, 50]                         6860.9843       1.000000       
6003   [9, 21, 50, 74]                          6860.9813       1.000000       
6004   [9, 50, 58, 62]                          6860.9503       1.000000       
6005   [1, 9, 46, 60]                           6860.7564       1.000000       
6006   [25, 27, 46, 71]                         6860.6240       1.000000       
6007   [5, 34, 39]                              6860.3628       1.000000       
6008   [11, 46, 50, 74]                         6859.7901       1.000000       
6009   [7, 9, 21, 58]                           6859.6788       1.000000       
6010   [50, 54, 58, 74]                         6859.6636       1.000000       
6011   [11, 19, 68]                             6859.4359       1.000000       
6012   [11, 51, 54]                             6858.7025       1.000000       
6013   [27, 34, 39, 46]                         6858.0703       1.000000       
6014   [5, 29, 50, 54]                          6856.5371       1.000000       
6015   [2, 3, 46, 52]                           6855.5795       1.000000       
6016   [34, 52, 71]                             6854.1114       1.000000       
6017   [46, 50, 58, 68]                         6852.9387       1.000000       
6018   [34, 36, 46, 50]                         6852.4235       1.000000       
6019   [2, 5, 69]                               6852.1834       1.000000       
6020   [7, 11, 34, 70]                          6851.3737       1.000000       
6021   [50, 58, 69]                             6851.3006       1.000000       
6022   [2, 16, 34]                              6851.0353       1.000000       
6023   [46, 48, 54, 70]                         6850.8759       1.000000       
6024   [15, 46, 58, 62]                         6850.7453       1.000000       
6025   [3, 46, 52, 54]                          6850.6165       1.000000       
6026   [2, 3, 25, 46]                           6850.6056       1.000000       
6027   [13, 46, 50, 58]                         6850.0676       1.000000       
6028   [13, 15, 48]                             6849.4147       1.000000       
6029   [46, 50, 62, 74]                         6848.0362       1.000000       
6030   [46, 54, 60, 66]                         6848.0289       1.000000       
6031   [15, 48, 71]                             6847.6759       1.000000       
6032   [9, 15, 42, 60]                          6847.5225       1.000000       
6033   [11, 19, 46, 48]                         6847.3182       1.000000       
6034   [7, 50, 69]                              6846.8006       1.000000       
6035   [42, 52, 54]                             6846.2258       1.000000       
6036   [2, 50, 68]                              6846.0824       1.000000       
6037   [2, 46, 48, 50]                          6845.4065       1.000000       
6038   [21, 25, 27, 34]                         6844.6287       1.000000       
6039   [46, 52, 54, 68]                         6843.8749       1.000000       
6040   [5, 7, 15, 70]                           6843.5725       1.000000       
6041   [9, 25, 70, 74]                          6843.5725       1.000000       
6042   [5, 50, 52, 54]                          6843.2846       1.000000       
6043   [3, 46, 50, 62]                          6843.2481       1.000000       
6044   [42, 54, 60]                             6842.6564       1.000000       
6045   [5, 9, 27, 70]                           6841.2406       1.000000       
6046   [9, 11, 54, 60]                          6840.4387       1.000000       
6047   [9, 21, 25, 60]                          6838.8197       1.000000       
6048   [11, 34, 50, 54]                         6837.9174       1.000000       
6049   [2, 5, 11, 46]                           6837.3943       1.000000       
6050   [5, 9, 21, 60]                           6836.6476       1.000000       
6051   [5, 19, 44, 46]                          6836.5871       1.000000       
6052   [2, 9, 29, 54]                           6836.4247       1.000000       
6053   [3, 15, 50, 70]                          6836.2744       1.000000       
6054   [19, 42, 46, 74]                         6835.9956       1.000000       
6055   [9, 25, 42, 54]                          6835.0640       1.000000       
6056   [2, 46, 48, 54]                          6835.0094       1.000000       
6057   [5, 31, 50, 70]                          6834.0304       1.000000       
6058   [27, 71, 74]                             6833.8837       1.000000       
6059   [44, 46, 48, 50]                         6833.8821       1.000000       
6060   [3, 25, 46, 58]                          6832.2367       1.000000       
6061   [19, 46, 60, 74]                         6832.1526       1.000000       
6062   [21, 25, 31, 46]                         6832.0172       1.000000       
6063   [11, 21, 46, 74]                         6831.9105       1.000000       
6064   [5, 31, 46, 54]                          6831.6972       1.000000       
6065   [7, 15, 34, 54]                          6831.1988       1.000000       
6066   [11, 46, 50, 62]                         6831.0689       1.000000       
6067   [7, 73]                                  6830.9365       1.000000       
6068   [11, 25, 44, 46]                         6829.8741       1.000000       
6069   [11, 42, 74]                             6828.9859       1.000000       
6070   [2, 15, 19, 46]                          6828.7639       1.000000       
6071   [19, 25, 31, 46]                         6828.4879       1.000000       
6072   [2, 50, 58, 70]                          6828.3254       1.000000       
6073   [5, 11, 13]                              6828.2022       1.000000       
6074   [27, 39, 46, 71]                         6828.1409       1.000000       
6075   [19, 54, 71]                             6827.4757       1.000000       
6076   [9, 21, 48, 70]                          6827.0474       1.000000       
6077   [14, 27, 50]                             6826.0381       1.000000       
6078   [19, 21, 31, 46]                         6825.5093       1.000000       
6079   [21, 39, 60]                             6825.2593       1.000000       
6080   [9, 50, 52, 66]                          6824.3188       1.000000       
6081   [3, 7, 25, 46]                           6823.9793       1.000000       
6082   [34, 60, 71]                             6823.7076       1.000000       
6083   [15, 44, 46, 70]                         6823.2237       1.000000       
6084   [15, 21, 31, 46]                         6822.7123       1.000000       
6085   [28, 46, 52]                             6821.9114       1.000000       
6086   [15, 44, 46, 50]                         6821.8229       1.000000       
6087   [9, 15, 21, 74]                          6821.0828       1.000000       
6088   [19, 46, 54, 62]                         6821.0796       1.000000       
6089   [9, 15, 34, 44]                          6818.5221       1.000000       
6090   [17, 19, 46, 74]                         6818.1671       1.000000       
6091   [20, 50, 54]                             6817.5888       1.000000       
6092   [28, 34, 50]                             6815.9562       1.000000       
6093   [2, 3, 9, 50]                            6815.9447       1.000000       
6094   [9, 13, 46, 66]                          6815.7243       1.000000       
6095   [2, 31, 44, 46]                          6815.1974       1.000000       
6096   [21, 29, 34, 70]                         6814.8812       1.000000       
6097   [1, 15, 39]                              6814.3234       1.000000       
6098   [27, 46, 54, 62]                         6814.3089       1.000000       
6099   [5, 13, 46, 54]                          6813.5467       1.000000       
6100   [9, 34, 42, 52]                          6812.7182       1.000000       
6101   [15, 34, 70, 74]                         6809.8828       1.000000       
6102   [9, 27, 69]                              6808.9939       1.000000       
6103   [29, 50, 52, 70]                         6808.9652       1.000000       
6104   [13, 44, 70]                             6808.5750       1.000000       
6105   [2, 15, 46, 58]                          6808.3958       1.000000       
6106   [46, 54, 58, 62]                         6808.1046       1.000000       
6107   [7, 9, 19, 50]                           6807.8907       1.000000       
6108   [17, 25, 27, 46]                         6807.5930       1.000000       
6109   [42, 46, 66, 70]                         6807.3745       1.000000       
6110   [3, 46, 54, 74]                          6805.6234       1.000000       
6111   [5, 34, 70, 74]                          6805.5421       1.000000       
6112   [15, 17, 21, 34]                         6805.3864       1.000000       
6113   [9, 34, 58, 74]                          6804.6082       1.000000       
6114   [11, 38, 70]                             6803.2688       1.000000       
6115   [15, 50, 56]                             6802.2665       1.000000       
6116   [2, 25, 46, 48]                          6800.2678       1.000000       
6117   [25, 31, 46, 70]                         6799.2445       1.000000       
6118   [13, 21, 68]                             6799.1889       1.000000       
6119   [19, 46, 68, 70]                         6797.4468       1.000000       
6120   [11, 15, 29, 70]                         6797.0444       1.000000       
6121   [11, 50, 58, 70]                         6796.2691       1.000000       
6122   [7, 15, 21, 50]                          6796.0028       1.000000       
6123   [24, 34, 46]                             6795.8565       1.000000       
6124   [11, 27, 42, 46]                         6795.7409       1.000000       
6125   [15, 19, 34, 50]                         6795.5339       1.000000       
6126   [9, 11, 50, 62]                          6795.3255       1.000000       
6127   [2, 5, 46, 48]                           6795.1112       1.000000       
6128   [9, 21, 34, 66]                          6794.7309       1.000000       
6129   [21, 29, 42]                             6793.5181       1.000000       
6130   [2, 7, 46, 74]                           6790.9254       1.000000       
6131   [5, 7, 15, 34]                           6790.9190       1.000000       
6132   [5, 27, 58]                              6789.8262       1.000000       
6133   [5, 21, 46, 66]                          6789.7708       1.000000       
6134   [9, 42, 44, 50]                          6789.3528       1.000000       
6135   [5, 19, 46, 48]                          6789.0234       1.000000       
6136   [1, 21, 71]                              6788.3416       1.000000       
6137   [9, 15, 29, 42]                          6787.4465       1.000000       
6138   [2, 11, 66]                              6787.3638       1.000000       
6139   [25, 46, 66, 70]                         6787.3232       1.000000       
6140   [42, 44, 46, 70]                         6787.2334       1.000000       
6141   [27, 50, 73]                             6786.6290       1.000000       
6142   [5, 9, 25, 27]                           6786.0902       1.000000       
6143   [2, 23, 70]                              6786.0823       1.000000       
6144   [2, 31, 52]                              6784.2057       1.000000       
6145   [3, 13, 70]                              6782.8843       1.000000       
6146   [3, 11, 46, 54]                          6782.8436       1.000000       
6147   [17, 27, 34]                             6782.8251       1.000000       
6148   [46, 50, 66, 74]                         6782.6363       1.000000       
6149   [9, 20, 54]                              6781.6682       1.000000       
6150   [2, 3, 44, 46]                           6780.9969       1.000000       
6151   [15, 34, 48, 50]                         6780.7536       1.000000       
6152   [3, 25, 46, 52]                          6780.3683       1.000000       
6153   [2, 31, 46, 52]                          6777.7875       1.000000       
6154   [9, 15, 52, 60]                          6777.3896       1.000000       
6155   [9, 15, 62, 70]                          6776.5294       1.000000       
6156   [5, 31, 42, 46]                          6775.8331       1.000000       
6157   [25, 34, 50, 74]                         6775.5003       1.000000       
6158   [9, 11, 25, 27]                          6774.5266       1.000000       
6159   [9, 27, 50, 74]                          6774.0717       1.000000       
6160   [50, 66, 71]                             6773.8293       1.000000       
6161   [15, 44, 60]                             6773.0283       1.000000       
6162   [15, 25, 50, 52]                         6772.7531       1.000000       
6163   [9, 31, 46, 62]                          6772.0541       1.000000       
6164   [19, 44, 46, 52]                         6772.0153       1.000000       
6165   [11, 34, 54, 70]                         6771.9593       1.000000       
6166   [5, 51, 54]                              6771.6548       1.000000       
6167   [9, 46, 54, 71]                          6771.4006       1.000000       
6168   [9, 11, 50, 74]                          6770.4814       1.000000       
6169   [9, 21, 27, 60]                          6770.4098       1.000000       
6170   [15, 46, 54, 62]                         6769.7804       1.000000       
6171   [3, 7, 9, 70]                            6769.3932       1.000000       
6172   [1, 5, 34, 46]                           6769.1236       1.000000       
6173   [21, 42, 46, 48]                         6767.6747       1.000000       
6174   [7, 11, 15, 21]                          6766.5330       1.000000       
6175   [2, 9, 34, 60]                           6766.1855       1.000000       
6176   [11, 19, 44, 46]                         6765.5177       1.000000       
6177   [15, 17, 31, 46]                         6765.3072       1.000000       
6178   [2, 46, 54, 66]                          6764.4004       1.000000       
6179   [25, 66, 70]                             6764.0190       1.000000       
6180   [2, 5, 50, 70]                           6762.9765       1.000000       
6181   [2, 3, 58]                               6760.9936       1.000000       
6182   [3, 11, 27, 46]                          6760.3011       1.000000       
6183   [15, 46, 52, 68]                         6760.2291       1.000000       
6184   [17, 34, 50, 70]                         6760.0882       1.000000       
6185   [21, 46, 48, 50]                         6759.3657       1.000000       
6186   [7, 11, 42]                              6759.2869       1.000000       
6187   [15, 42, 46, 74]                         6758.8192       1.000000       
6188   [2, 34, 68]                              6758.6825       1.000000       
6189   [65]                                     6758.5000       1.000000       
6190   [19, 27, 46, 66]                         6756.8606       1.000000       
6191   [25, 42, 50, 70]                         6755.5634       1.000000       
6192   [17, 21, 27, 46]                         6755.3847       1.000000       
6193   [46, 54, 58, 68]                         6755.0448       1.000000       
6194   [15, 54, 65]                             6754.4412       1.000000       
6195   [7, 19, 46, 68]                          6754.4377       1.000000       
6196   [2, 3, 44]                               6754.1142       1.000000       
6197   [29, 31, 46, 70]                         6754.0872       1.000000       
6198   [25, 44, 46, 60]                         6753.8309       1.000000       
6199   [34, 42, 50, 54]                         6753.4283       1.000000       
6200   [9, 17, 46, 68]                          6752.1327       1.000000       
6201   [20, 21]                                 6752.0741       1.000000       
6202   [13, 19, 21]                             6751.9848       1.000000       
6203   [25, 27, 31, 46]                         6751.5132       1.000000       
6204   [9, 11, 31, 70]                          6751.3500       1.000000       
6205   [3, 9, 21, 70]                           6751.1116       1.000000       
6206   [25, 50, 60, 70]                         6750.6338       1.000000       
6207   [19, 21, 46, 62]                         6750.3415       1.000000       
6208   [5, 9, 19, 70]                           6749.8887       1.000000       
6209   [9, 11, 23]                              6748.9922       1.000000       
6210   [25, 46, 62, 70]                         6748.1652       1.000000       
6211   [7, 15, 27, 34]                          6748.0883       1.000000       
6212   [7, 42, 46, 74]                          6747.4550       1.000000       
6213   [9, 15, 19, 54]                          6746.8108       1.000000       
6214   [11, 44, 46, 70]                         6746.7563       1.000000       
6215   [2, 25, 27, 46]                          6746.1764       1.000000       
6216   [17, 27, 46, 54]                         6744.5961       1.000000       
6217   [14, 42, 50]                             6744.0805       1.000000       
6218   [21, 73, 74]                             6744.0505       1.000000       
6219   [3, 27, 29, 46]                          6743.7821       1.000000       
6220   [15, 44, 46, 60]                         6743.7644       1.000000       
6221   [7, 54, 60]                              6743.6386       1.000000       
6222   [9, 29, 48, 50]                          6742.6031       1.000000       
6223   [9, 29, 60, 70]                          6742.2216       1.000000       
6224   [5, 44, 46, 52]                          6741.7578       1.000000       
6225   [36, 46, 71]                             6741.7149       1.000000       
6226   [2, 15, 44, 46]                          6741.1889       1.000000       
6227   [17, 42, 46, 70]                         6740.6810       1.000000       
6228   [15, 17, 71]                             6739.6625       1.000000       
6229   [25, 27, 29]                             6738.8137       1.000000       
6230   [17, 46, 54, 58]                         6738.6761       1.000000       
6231   [13, 15, 51]                             6738.6658       1.000000       
6232   [31, 68, 70]                             6736.7764       1.000000       
6233   [9, 15, 19, 52]                          6736.6092       1.000000       
6234   [15, 20]                                 6736.3722       1.000000       
6235   [5, 27, 46, 66]                          6736.3249       1.000000       
6236   [19, 27, 52]                             6736.1365       1.000000       
6237   [17, 46, 50, 60]                         6736.1339       1.000000       
6238   [2, 50, 73]                              6736.0014       1.000000       
6239   [25, 58, 71]                             6735.6890       1.000000       
6240   [9, 15, 29, 52]                          6734.8000       1.000000       
6241   [46, 58, 62, 70]                         6733.9075       1.000000       
6242   [9, 42, 50, 74]                          6733.6882       1.000000       
6243   [2, 3, 74]                               6733.0304       1.000000       
6244   [9, 29, 46, 71]                          6732.4569       1.000000       
6245   [2, 31, 46, 54]                          6732.3615       1.000000       
6246   [2, 21, 69]                              6732.2952       1.000000       
6247   [42, 46, 54, 66]                         6732.0814       1.000000       
6248   [15, 31, 34, 70]                         6731.6483       1.000000       
6249   [7, 27, 44, 46]                          6731.6368       1.000000       
6250   [3, 15, 46, 48]                          6731.2987       1.000000       
6251   [13, 46, 50, 52]                         6731.1947       1.000000       
6252   [11, 15, 21, 58]                         6730.8793       1.000000       
6253   [5, 9, 11, 27]                           6728.4067       1.000000       
6254   [11, 25, 46, 48]                         6727.7081       1.000000       
6255   [17, 21, 46, 58]                         6727.2263       1.000000       
6256   [4, 46]                                  6726.4662       1.000000       
6257   [50, 54, 70, 74]                         6724.7081       1.000000       
6258   [5, 9, 38, 46]                           6724.6487       1.000000       
6259   [1, 3, 50]                               6724.6414       1.000000       
6260   [9, 34, 38, 70]                          6724.6231       1.000000       
6261   [9, 20, 70]                              6724.2335       1.000000       
6262   [3, 9, 54, 70]                           6723.6030       1.000000       
6263   [2, 27, 46, 58]                          6723.1131       1.000000       
6264   [34, 44, 46, 68]                         6722.6800       1.000000       
6265   [29, 34, 54, 70]                         6722.5436       1.000000       
6266   [5, 44, 46, 74]                          6722.1377       1.000000       
6267   [9, 21, 42, 54]                          6721.9629       1.000000       
6268   [27, 46, 50, 70]                         6721.9461       1.000000       
6269   [9, 50, 55]                              6721.6210       1.000000       
6270   [34, 42, 50, 52]                         6721.0209       1.000000       
6271   [17, 44, 50]                             6719.5327       1.000000       
6272   [7, 28, 46]                              6719.4236       1.000000       
6273   [13, 46, 54, 74]                         6719.1843       1.000000       
6274   [19, 34, 52]                             6718.7923       1.000000       
6275   [7, 15, 50, 60]                          6718.5313       1.000000       
6276   [11, 44, 46, 50]                         6717.6910       1.000000       
6277   [15, 39, 42]                             6717.5798       1.000000       
6278   [15, 17, 46, 48]                         6717.5590       1.000000       
6279   [54, 60, 68]                             6716.9840       1.000000       
6280   [21, 34, 54, 70]                         6716.5493       1.000000       
6281   [9, 25, 27, 58]                          6716.4208       1.000000       
6282   [7, 25, 34, 70]                          6716.1574       1.000000       
6283   [11, 25, 29]                             6716.1208       1.000000       
6284   [9, 46, 48, 62]                          6715.8930       1.000000       
6285   [27, 46, 48, 52]                         6715.1295       1.000000       
6286   [3, 19, 46, 58]                          6714.7698       1.000000       
6287   [42, 50, 52, 70]                         6713.6910       1.000000       
6288   [42, 46, 68, 70]                         6713.5283       1.000000       
6289   [3, 25, 42, 46]                          6712.7695       1.000000       
6290   [3, 19, 46, 52]                          6711.7211       1.000000       
6291   [21, 34, 54, 74]                         6711.4462       1.000000       
6292   [11, 13, 19]                             6711.1755       1.000000       
6293   [19, 36, 46]                             6710.7935       1.000000       
6294   [16, 34, 70]                             6710.7079       1.000000       
6295   [9, 21, 50, 62]                          6709.8989       1.000000       
6296   [42, 46, 48, 70]                         6708.5463       1.000000       
6297   [15, 27, 46, 70]                         6708.2776       1.000000       
6298   [3, 27, 46, 54]                          6708.0792       1.000000       
6299   [2, 46, 48, 52]                          6708.0698       1.000000       
6300   [3, 15, 31, 46]                          6707.4937       1.000000       
6301   [19, 25, 74]                             6707.0935       1.000000       
6302   [31, 46, 54, 58]                         6706.8876       1.000000       
6303   [9, 13, 46, 68]                          6706.5325       1.000000       
6304   [2, 11, 46, 74]                          6705.8834       1.000000       
6305   [39, 50, 60]                             6705.6402       1.000000       
6306   [2, 7, 19, 46]                           6705.3667       1.000000       
6307   [27, 34, 50, 70]                         6705.3422       1.000000       
6308   [27, 34, 50, 60]                         6704.7170       1.000000       
6309   [39, 50, 52]                             6704.3909       1.000000       
6310   [9, 11, 25, 58]                          6704.2850       1.000000       
6311   [16, 27, 50]                             6703.5067       1.000000       
6312   [7, 29, 46, 74]                          6702.7093       1.000000       
6313   [2, 9, 44, 70]                           6702.6798       1.000000       
6314   [25, 31, 46, 58]                         6702.2488       1.000000       
6315   [34, 38, 46, 50]                         6702.0808       1.000000       
6316   [21, 51, 52]                             6701.6428       1.000000       
6317   [50, 52, 60, 70]                         6701.1452       1.000000       
6318   [15, 46, 50, 74]                         6700.6985       1.000000       
6319   [17, 25, 46, 70]                         6700.4704       1.000000       
6320   [11, 21, 34, 70]                         6700.2811       1.000000       
6321   [1, 9, 46, 58]                           6699.4710       1.000000       
6322   [17, 21, 46, 52]                         6699.4438       1.000000       
6323   [3, 5, 21, 46]                           6699.3991       1.000000       
6324   [46, 58, 66, 70]                         6699.2780       1.000000       
6325   [29, 44, 70]                             6699.2758       1.000000       
6326   [25, 38, 50]                             6699.1630       1.000000       
6327   [5, 15, 25, 50]                          6698.1809       1.000000       
6328   [21, 44, 46, 50]                         6696.7482       1.000000       
6329   [11, 15, 17, 34]                         6696.6965       1.000000       
6330   [9, 46, 52, 71]                          6696.0944       1.000000       
6331   [19, 27, 60]                             6696.0387       1.000000       
6332   [26, 46]                                 6695.7402       1.000000       
6333   [5, 9, 48, 70]                           6695.6314       1.000000       
6334   [13, 25, 46, 50]                         6695.6234       1.000000       
6335   [2, 17, 19, 46]                          6695.4222       1.000000       
6336   [7, 21, 44]                              6693.4796       1.000000       
6337   [16, 54, 70]                             6693.1988       1.000000       
6338   [9, 31, 44]                              6692.5261       1.000000       
6339   [5, 9, 11, 25]                           6692.4351       1.000000       
6340   [3, 27, 46, 52]                          6692.0039       1.000000       
6341   [5, 9, 42, 54]                           6691.3685       1.000000       
6342   [46, 48, 58, 70]                         6691.1699       1.000000       
6343   [11, 13, 74]                             6690.8234       1.000000       
6344   [9, 13, 66]                              6690.5159       1.000000       
6345   [46, 52, 68, 70]                         6690.1573       1.000000       
6346   [19, 34, 39]                             6689.1604       1.000000       
6347   [11, 21, 44, 46]                         6688.5886       1.000000       
6348   [15, 29, 46, 68]                         6688.3752       1.000000       
6349   [15, 34, 50, 66]                         6688.3382       1.000000       
6350   [29, 46, 52, 58]                         6687.6132       1.000000       
6351   [15, 21, 46, 74]                         6686.9311       1.000000       
6352   [2, 46, 60, 74]                          6686.7895       1.000000       
6353   [15, 27, 46, 62]                         6686.6672       1.000000       
6354   [15, 48, 58]                             6686.4944       1.000000       
6355   [2, 15, 69]                              6685.8497       1.000000       
6356   [31, 44, 46, 50]                         6685.4012       1.000000       
6357   [7, 27, 46, 66]                          6685.3578       1.000000       
6358   [2, 11, 25, 46]                          6684.0404       1.000000       
6359   [5, 38, 46, 70]                          6683.4962       1.000000       
6360   [7, 9, 21, 42]                           6682.4794       1.000000       
6361   [42, 46, 58, 74]                         6681.7749       1.000000       
6362   [9, 15, 21, 66]                          6681.5918       1.000000       
6363   [5, 25, 34, 54]                          6681.0445       1.000000       
6364   [23, 46, 71]                             6680.6859       1.000000       
6365   [3, 46, 70, 74]                          6680.1525       1.000000       
6366   [9, 15, 17, 54]                          6680.1075       1.000000       
6367   [9, 31, 51]                              6678.7628       1.000000       
6368   [9, 15, 68, 70]                          6678.5822       1.000000       
6369   [3, 31, 34, 46]                          6678.0398       1.000000       
6370   [15, 29, 50, 58]                         6678.0231       1.000000       
6371   [2, 31, 60]                              6678.0099       1.000000       
6372   [1, 74]                                  6677.2463       1.000000       
6373   [7, 25, 46, 48]                          6676.1367       1.000000       
6374   [19, 27, 44, 46]                         6675.8024       1.000000       
6375   [31, 46, 52, 70]                         6675.0497       1.000000       
6376   [11, 42, 46, 50]                         6674.9409       1.000000       
6377   [46, 54, 60, 68]                         6674.8499       1.000000       
6378   [19, 27, 46, 70]                         6674.3500       1.000000       
6379   [3, 19, 42, 46]                          6674.1736       1.000000       
6380   [25, 27, 46, 70]                         6673.9663       1.000000       
6381   [7, 9, 15, 17]                           6673.5966       1.000000       
6382   [2, 3, 7, 46]                            6673.4538       1.000000       
6383   [1, 19, 21, 46]                          6673.4111       1.000000       
6384   [13, 15, 44]                             6673.0510       1.000000       
6385   [2, 31, 46, 60]                          6672.3065       1.000000       
6386   [11, 68, 74]                             6671.6174       1.000000       
6387   [19, 34, 71]                             6671.3591       1.000000       
6388   [7, 50, 52, 54]                          6669.3592       1.000000       
6389   [11, 24, 46]                             6669.1162       1.000000       
6390   [42, 46, 52, 60]                         6668.7213       1.000000       
6391   [12, 42, 46]                             6668.6323       1.000000       
6392   [5, 21, 25, 34]                          6667.4912       1.000000       
6393   [46, 52, 58, 60]                         6666.8824       1.000000       
6394   [7, 9, 31, 70]                           6666.6634       1.000000       
6395   [31, 50, 71]                             6666.5217       1.000000       
6396   [9, 25, 44, 54]                          6665.9013       1.000000       
6397   [5, 21, 39]                              6665.7897       1.000000       
6398   [21, 51, 74]                             6665.3181       1.000000       
6399   [21, 46, 48, 60]                         6664.3270       1.000000       
6400   [9, 17, 51]                              6663.7831       1.000000       
6401   [9, 48, 54, 70]                          6661.2378       1.000000       
6402   [5, 21, 27, 34]                          6660.9033       1.000000       
6403   [9, 27, 44, 50]                          6660.6334       1.000000       
6404   [11, 15, 52, 70]                         6660.5024       1.000000       
6405   [2, 29, 46, 48]                          6660.0002       1.000000       
6406   [7, 9, 44, 70]                           6659.6748       1.000000       
6407   [7, 15, 42, 50]                          6659.6623       1.000000       
6408   [9, 15, 21, 68]                          6659.4227       1.000000       
6409   [9, 46, 54, 56]                          6659.4038       1.000000       
6410   [17, 46, 60, 70]                         6658.8677       1.000000       
6411   [5, 34, 60, 70]                          6658.6236       1.000000       
6412   [19, 21, 39]                             6658.6031       1.000000       
6413   [5, 21, 31, 46]                          6658.0941       1.000000       
6414   [3, 11, 46, 58]                          6657.5598       1.000000       
6415   [2, 50, 71]                              6656.5883       1.000000       
6416   [5, 11, 15, 50]                          6656.3171       1.000000       
6417   [13, 34, 46, 60]                         6655.9503       1.000000       
6418   [29, 34, 50, 58]                         6655.5915       1.000000       
6419   [34, 46, 60, 66]                         6655.1576       1.000000       
6420   [2, 75]                                  6654.7822       1.000000       
6421   [11, 27, 46, 66]                         6654.5925       1.000000       
6422   [21, 60, 68]                             6653.9357       1.000000       
6423   [21, 66]                                 6653.0815       1.000000       
6424   [27, 50, 54, 58]                         6650.5811       1.000000       
6425   [9, 25, 34, 68]                          6650.3920       1.000000       
6426   [7, 15, 29, 50]                          6649.3619       1.000000       
6427   [1, 9, 46, 52]                           6648.8418       1.000000       
6428   [13, 68, 70]                             6648.4860       1.000000       
6429   [9, 21, 31, 70]                          6647.6987       1.000000       
6430   [3, 11, 15, 34]                          6647.5293       1.000000       
6431   [2, 16, 54]                              6647.3909       1.000000       
6432   [5, 15, 42, 70]                          6646.8935       1.000000       
6433   [7, 9, 19, 34]                           6646.3214       1.000000       
6434   [5, 7, 25, 50]                           6645.6808       1.000000       
6435   [9, 31, 50, 60]                          6645.1392       1.000000       
6436   [25, 50, 54, 60]                         6644.2274       1.000000       
6437   [5, 15, 52, 70]                          6644.2264       1.000000       
6438   [25, 51, 70]                             6643.4474       1.000000       
6439   [7, 19, 44, 46]                          6643.4182       1.000000       
6440   [17, 46, 52, 54]                         6642.6845       1.000000       
6441   [1, 25, 34, 46]                          6642.5405       1.000000       
6442   [3, 5, 11, 46]                           6642.3257       1.000000       
6443   [9, 20, 34]                              6640.8282       1.000000       
6444   [9, 60, 70, 74]                          6640.3393       1.000000       
6445   [2, 42, 48]                              6639.9781       1.000000       
6446   [9, 48, 51]                              6639.3187       1.000000       
6447   [7, 9, 73]                               6639.1642       1.000000       
6448   [9, 11, 21, 60]                          6639.0942       1.000000       
6449   [5, 9, 11, 58]                           6637.0741       1.000000       
6450   [27, 44, 46, 52]                         6637.0710       1.000000       
6451   [16, 34, 54]                             6636.9046       1.000000       
6452   [11, 17, 25, 46]                         6636.8949       1.000000       
6453   [5, 21, 50, 70]                          6636.6692       1.000000       
6454   [12, 70]                                 6636.5728       1.000000       
6455   [11, 44, 46, 58]                         6636.1989       1.000000       
6456   [15, 34, 52, 54]                         6635.0736       1.000000       
6457   [21, 48, 71]                             6634.6354       1.000000       
6458   [1, 9, 13]                               6633.7382       1.000000       
6459   [2, 31, 42, 46]                          6633.6721       1.000000       
6460   [9, 50, 68, 70]                          6633.1043       1.000000       
6461   [25, 50, 73]                             6632.4253       1.000000       
6462   [7, 9, 11, 25]                           6631.5695       1.000000       
6463   [5, 11, 17, 46]                          6630.0249       1.000000       
6464   [3, 19, 29, 46]                          6630.0170       1.000000       
6465   [7, 9, 50, 68]                           6629.9977       1.000000       
6466   [34, 54, 60, 70]                         6629.6823       1.000000       
6467   [11, 34, 58, 70]                         6629.4556       1.000000       
6468   [9, 17, 68]                              6629.1145       1.000000       
6469   [2, 27, 44, 46]                          6628.9946       1.000000       
6470   [3, 5, 21]                               6628.2527       1.000000       
6471   [11, 21, 34, 50]                         6627.2548       1.000000       
6472   [9, 21, 27, 74]                          6627.0256       1.000000       
6473   [50, 62, 68]                             6626.9008       1.000000       
6474   [2, 34, 50, 52]                          6626.8914       1.000000       
6475   [9, 50, 60, 66]                          6626.5397       1.000000       
6476   [24, 50, 54]                             6624.8399       1.000000       
6477   [5, 7, 44, 46]                           6624.6303       1.000000       
6478   [15, 25, 50, 60]                         6624.3672       1.000000       
6479   [3, 7, 11, 46]                           6624.0703       1.000000       
6480   [17, 29, 46, 54]                         6623.0751       1.000000       
6481   [2, 9, 11, 70]                           6622.9032       1.000000       
6482   [9, 25, 46, 51]                          6622.7595       1.000000       
6483   [9, 19, 27, 34]                          6622.3583       1.000000       
6484   [7, 21, 50, 58]                          6621.8011       1.000000       
6485   [21, 31, 42]                             6621.5414       1.000000       
6486   [2, 42, 46, 74]                          6621.0343       1.000000       
